0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.10751,0.00690,0.00285,-0.02676,0.00497,-0.02806,-0.01285,0.00819,-0.00628,-0.02150,-0.01381,-0.00543,0.03544,0.00006,-0.01425,-0.01569,-0.02701,-0.02264,-0.01394,0.04015,0.01677,0.00983,0.06186,-0.00296,-0.01297,-0.03045,-0.00417,-0.01722,-0.00063,-0.03699,-0.03287,-0.02849,-0.01331,0.00036,0.08140,-0.01549,0.00628,-0.03290,-0.00804,-0.01943,-0.03391,-0.01089,0.09088,-0.01689,0.17399,0.02445,-0.00421,-0.03294,0.15799,-0.00250,-0.01124,-0.04272,0.00908,0.00539,0.00270,-0.01651,0.14668,0.01501,0.00242,0.01668,0.02331,0.01153,-0.01295,-0.01969,0.01230,0.02535,-0.01031,-0.02417,-0.01061,-0.02066,-0.01623,-0.02270,-0.01073,0.10014,-0.01505,-0.01593,0.03388,0.02961,0.03651
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-0.06536,-0.04536,-0.06093,-0.04654,-0.07466,-0.01154,-0.06124,-0.01776,-0.09331,-0.07309,-0.06424,0.01104,-0.03095,0.04175,-0.01249,-0.08190,-0.06798,-0.03647,-0.06538,-0.01716,-0.02873,0.05843,-0.05645,-0.07113,-0.06659,0.00168,-0.04407,-0.04095,-0.11594,-0.08337,-0.07104,0.04971,-0.02181,-0.05375,-0.10680,-0.03574,-0.07330,-0.05764,-0.03595,-0.08115,0.02585,-0.04296,-0.01931,0.14017,-0.00134,-0.01459,-0.05301,-0.03362,-0.04460,-0.05207,-0.11294,0.18261,0.02892,-0.08296,-0.03810,0.08089,-0.07389,-0.04210,-0.02395,-0.05261,0.44322,-0.02970,-0.08796,-0.05763,-0.07254,-0.00302,-0.10979,-0.02031,0.03730,-0.05423,-0.05929,-0.00743,0.08821,-0.02800,-0.03472,-0.07022,0.01097,-0.05367
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-0.02346,0.01318,-0.05227,-0.04399,-0.01389,0.01925,0.00339,-0.00892,-0.02887,-0.02340,-0.00686,-0.02260,0.01973,0.00216,-0.02437,-0.04272,-0.02382,-0.03824,0.02569,-0.00167,0.01680,-0.03633,-0.04766,-0.02216,-0.02803,-0.02259,-0.01248,-0.06866,-0.01446,0.05136,-0.00841,-0.01714,-0.02133,-0.05271,-0.02678,-0.03392,-0.03492,0.00255,0.08731,-0.06411,-0.00831,-0.02112,-0.02184,-0.01328,-0.02431,-0.04557,-0.02908,-0.01896,0.03454,-0.02561,0.01749,-0.01299,-0.05740,0.03031,0.00038,0.09719,0.03113,0.00775,-0.01028,-0.03687,0.02385,0.12190,-0.02733,-0.02857,-0.01348,-0.04388,-0.01265,-0.01867,-0.01040,-0.02374,-0.01428,0.03489,0.00488,0.03006,-0.03950,-0.00131,-0.01988
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.03689,-0.02053,-0.02192,0.12618,0.00434,0.02415,-0.02755,-0.03330,-0.00884,-0.02375,-0.02516,-0.01509,0.03449,-0.00608,-0.01578,0.00001,-0.01072,0.01729,-0.01163,-0.03304,0.02094,-0.02262,0.00790,0.05933,0.00406,-0.01566,0.00841,0.01643,-0.02984,-0.02035,-0.00851,0.00641,-0.01678,-0.00539,0.07527,0.00861,-0.01147,-0.01889,0.02008,0.02699,-0.01159,0.01133,-0.01459,-0.03182,0.07268,-0.01013,-0.00551,-0.00745,0.02240,0.00812,0.02152,-0.00955,-0.02482,0.05583,-0.03704,-0.02045,0.01988,0.05186,-0.04136,-0.01993,-0.03919,0.09978,-0.02503,-0.01140,0.07805,-0.00848,-0.01239,0.03993,0.01115,0.01127,-0.04098,-0.02022,-0.01000,-0.01128,-0.00239,0.01310
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-0.01694,-0.03660,-0.03890,0.07136,-0.04181,-0.04692,-0.04832,-0.01244,0.04223,-0.03051,-0.02795,0.13454,-0.04448,-0.02658,-0.01841,-0.03227,-0.00103,-0.01590,-0.03072,-0.02163,-0.03541,0.18449,-0.02540,-0.02312,-0.00855,-0.05150,0.01672,-0.03635,-0.01865,-0.02047,-0.02298,-0.05100,-0.01470,-0.04218,-0.03027,0.16063,0.07584,-0.04765,-0.02241,-0.02840,-0.01380,-0.02403,-0.02487,0.10056,-0.01443,-0.01982,-0.02573,-0.05666,-0.03725,-0.04305,-0.04670,0.22781,0.22082,-0.03537,0.03670,-0.02888,-0.01694,-0.04252,-0.02534,-0.03791,-0.02861,-0.03669,-0.01861,-0.04287,-0.01013,-0.02450,-0.01443,-0.02995,-0.01939,-0.04236,-0.01738,-0.00056,-0.03293,-0.02458,-0.02434
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-0.04866,0.02921,-0.02601,-0.02810,-0.04928,-0.03243,0.06147,-0.01651,0.00134,0.00142,0.04780,-0.05354,0.03441,-0.01809,-0.04719,-0.02448,-0.01025,0.01741,-0.03353,0.00926,-0.00283,-0.01072,0.01907,-0.02193,-0.09064,-0.06302,-0.03550,0.13427,0.01690,-0.01026,-0.06658,-0.01703,-0.05587,-0.03699,-0.01638,-0.06868,0.12913,0.01522,-0.00535,-0.04041,0.07421,0.00485,0.05501,0.00347,0.05050,-0.03875,-0.07532,0.03012,0.10443,-0.04715,0.02058,-0.03099,-0.03426,-0.04447,-0.01317,-0.03727,-0.01182,-0.02803,-0.04578,-0.00022,-0.03706,0.01308,-0.05522,0.01919,0.02565,0.04260,-0.04183,-0.00189,0.04959,-0.01480,-0.01492,-0.05100,-0.03104,0.00194
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-0.04272,-0.03917,0.00996,-0.05587,0.04926,-0.00850,-0.02268,-0.03579,-0.03339,-0.02146,-0.04006,-0.04250,0.02756,-0.02020,-0.03962,0.11449,-0.03343,-0.03583,-0.04473,-0.04551,-0.02086,-0.02816,-0.01624,-0.06635,-0.05106,-0.04044,-0.03073,-0.00172,-0.03334,0.13546,-0.01966,-0.03313,-0.04342,-0.02400,-0.05027,-0.05552,-0.02469,0.02407,-0.01384,0.06327,-0.03185,-0.03805,-0.03489,-0.02538,-0.00695,0.05673,-0.04680,-0.06681,0.05832,-0.02701,-0.03095,-0.04821,-0.03536,-0.03274,-0.00900,-0.04300,-0.02737,-0.05203,-0.03197,-0.04348,0.02304,0.00491,-0.01790,-0.02956,-0.02541,0.19751,-0.02246,-0.06330,-0.01967,-0.03091,-0.02118,0.00845,-0.03109
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-0.01543,-0.02717,0.01391,-0.03573,0.12277,-0.02580,0.06082,0.14011,0.07357,-0.00954,0.05896,-0.01742,-0.02906,0.00443,-0.01978,0.02127,0.10205,0.05121,-0.03096,-0.01416,0.01399,-0.01630,-0.04761,-0.04949,0.01860,0.02933,-0.01196,-0.01007,-0.06320,-0.01520,-0.04983,-0.02741,-0.01440,-0.05053,-0.00212,0.07612,0.01191,-0.00660,0.04225,-0.00661,0.00101,-0.02674,0.15138,-0.00886,-0.04383,-0.02036,0.02810,-0.03566,-0.01530,0.03351,0.01569,-0.01382,0.00593,0.07672,-0.00978,-0.03180,-0.04743,0.41634,0.07101,0.00055,-0.00833,-0.00976,0.03162,0.04113,-0.03432,-0.01674,-0.00322,0.05037,0.00032,-0.02816,-0.00771,-0.01805
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-0.02452,-0.00411,0.02557,-0.02459,-0.00487,-0.02690,-0.02220,-0.00669,0.01087,-0.03114,0.03906,-0.01265,0.05208,-0.01717,-0.00756,0.04537,-0.04279,0.02456,-0.01293,-0.01757,-0.00612,-0.04616,0.10562,-0.01062,-0.01893,-0.01023,0.01493,-0.03512,0.05628,-0.02579,0.33298,0.02288,0.06245,-0.04167,-0.00839,0.01117,-0.03012,-0.01810,-0.01825,-0.03089,-0.00029,-0.01741,0.00730,-0.03628,0.00032,-0.04121,0.00828,0.11263,-0.00832,0.06323,0.06357,0.04132,0.00853,-0.04075,-0.00463,0.04427,-0.02730,0.11773,-0.02675,-0.04669,-0.01529,0.05537,0.09665,-0.00189,-0.01461,0.00246,-0.01636,-0.02718,-0.01235,0.01160,0.00895
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-0.04911,0.02335,0.03051,0.01714,0.03920,-0.00293,0.00532,-0.04259,-0.04859,0.10870,0.11169,-0.01014,0.02528,0.01547,-0.04441,-0.02250,-0.02828,0.01619,-0.02979,-0.01366,-0.06919,-0.05055,-0.04368,-0.01650,-0.02099,-0.00086,-0.06266,-0.01639,0.13268,-0.04075,-0.02751,-0.04382,-0.00154,0.03021,0.00286,-0.02844,-0.00664,-0.03099,-0.05002,0.01501,-0.02807,0.00961,0.09088,0.02613,-0.01762,0.13914,-0.02696,-0.03416,-0.02760,-0.02773,0.03205,-0.02895,0.00858,-0.00229,-0.01777,-0.03382,0.00737,-0.01145,-0.03463,0.02029,0.03485,-0.03186,0.01462,-0.02538,0.05005,-0.01979,-0.02990,-0.01837,-0.03062,-0.02285
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.01588,-0.04380,0.01362,-0.02090,-0.01473,-0.00915,0.01926,-0.00506,-0.02402,-0.03498,-0.00930,-0.02816,-0.03428,-0.04045,-0.04671,-0.04433,0.00282,0.08011,-0.02770,-0.08863,-0.06268,0.12298,-0.01036,-0.00540,-0.01477,-0.05020,-0.02994,-0.05300,-0.05674,-0.02165,-0.05806,-0.06067,0.00829,0.06625,-0.03825,0.02048,-0.01918,-0.04345,-0.03803,0.10991,-0.04133,-0.06829,-0.06423,-0.04437,-0.05429,-0.02465,-0.03154,0.08470,-0.03032,-0.00623,-0.02963,0.00301,-0.03063,0.25099,0.00775,-0.05232,-0.02445,0.01270,-0.02230,-0.03670,-0.04212,-0.04464,-0.01605,-0.07215,0.11383,-0.02746,0.01756,-0.02664,0.10697
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-0.01548,0.08471,-0.04461,-0.00948,-0.01414,0.10731,-0.04927,0.00140,-0.02862,-0.04001,-0.00017,-0.02737,-0.03904,-0.02793,-0.04725,-0.02184,-0.03588,-0.02274,-0.04577,-0.06144,0.07456,-0.03524,-0.03094,-0.02787,0.07243,-0.00530,-0.01110,0.01175,-0.02470,-0.01360,-0.03970,0.00193,-0.00323,-0.02085,-0.00189,-0.03127,-0.04212,-0.02076,-0.03124,0.05156,0.10714,-0.01893,-0.04200,0.01933,-0.02719,-0.01999,-0.02941,-0.03168,-0.01599,-0.03528,-0.04052,0.25982,-0.00337,-0.02968,0.08967,-0.00819,0.00055,0.02897,0.00777,0.06129,0.00799,-0.00710,0.06830,-0.01833,-0.02073,0.06115,0.02873,-0.03448
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-0.02233,0.15524,0.00967,-0.01945,0.04034,0.06427,-0.02025,-0.01928,-0.00073,0.00259,-0.02153,0.03496,0.13491,0.00291,-0.03067,-0.01239,-0.02074,-0.04964,-0.04696,-0.03402,-0.02728,-0.01525,-0.01398,-0.01915,0.00423,-0.04824,-0.02726,0.00329,-0.04298,-0.04453,0.04496,-0.02281,-0.02944,-0.02752,0.03495,0.01347,-0.01444,-0.02549,-0.01318,0.09695,0.02571,-0.05479,-0.04793,-0.02292,-0.02670,-0.02789,0.00287,0.00319,-0.01766,-0.02205,0.00492,-0.03621,0.05951,-0.03158,0.00042,-0.03018,-0.01731,-0.02465,0.04733,-0.01214,0.02915,-0.03196,0.08312,-0.03005,-0.03156,0.02847,0.02711
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-0.01537,0.02803,-0.00054,-0.02474,-0.01888,-0.01215,-0.02236,0.00218,-0.00296,0.02453,-0.00375,-0.01770,-0.01724,-0.00884,-0.01534,-0.01245,-0.01612,0.04616,0.01277,-0.01777,-0.00835,0.01308,0.00136,0.04390,-0.02757,-0.01199,-0.01353,0.01284,-0.00707,-0.00813,-0.00591,0.05589,-0.00799,0.05953,-0.02553,0.01327,-0.01120,-0.00751,-0.02294,0.02944,-0.03263,-0.03361,0.01195,0.00402,0.04655,-0.00774,0.00594,0.00346,-0.01960,-0.01045,0.01489,-0.01904,-0.02465,0.00086,-0.02524,-0.00549,-0.00150,0.04717,-0.01778,-0.00916,0.07869,-0.00855,-0.00037,0.02385,-0.01556,-0.01124
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.10392,-0.00743,-0.04223,0.23357,0.02732,0.01720,0.00155,-0.00995,-0.02431,0.05175,0.19520,-0.03682,-0.02227,-0.01344,-0.01881,-0.04837,-0.03846,-0.03250,0.01537,0.02220,-0.02070,-0.04922,-0.00137,-0.03267,-0.02458,-0.02061,-0.03880,-0.00703,0.02904,-0.00097,0.00713,-0.01903,0.03202,-0.00590,-0.02236,0.01527,-0.02343,-0.05114,-0.02084,-0.02246,-0.04394,-0.01978,-0.02387,-0.00824,-0.01965,0.02390,-0.00742,-0.00201,-0.00857,-0.04189,-0.00198,0.03234,0.00219,0.01068,-0.01416,-0.01817,-0.00242,-0.02796,0.02530,-0.03101,-0.00166,-0.02527,-0.01815,0.09229,-0.00080
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.00909,-0.03647,-0.02261,-0.01688,0.03818,0.00151,0.00756,-0.01826,-0.00708,-0.03077,-0.03540,-0.01805,-0.00696,-0.00332,-0.03662,-0.03737,0.03645,-0.00359,-0.00975,-0.01397,-0.04492,0.02521,0.05409,-0.01070,-0.01072,-0.03050,0.04308,0.02593,-0.01744,-0.01168,-0.01879,0.05708,-0.02905,-0.00605,-0.01696,-0.02058,-0.05146,-0.00134,0.04416,-0.04081,-0.02079,0.01836,0.01474,-0.01954,0.01831,-0.01915,0.01764,0.01551,-0.01876,-0.01888,0.01486,0.05339,-0.04291,-0.00426,0.02371,-0.00460,-0.01697,0.00618,0.05206,0.23741,-0.00144,-0.01597,0.03753,-0.01649
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-0.01826,-0.00747,-0.01051,-0.02024,0.01764,-0.00408,-0.01197,-0.00694,0.01414,-0.01967,-0.01115,0.01053,-0.00972,-0.02779,-0.02194,0.04491,0.00958,-0.00420,-0.01377,-0.03378,-0.01058,-0.00275,-0.00894,0.00732,-0.00807,-0.02925,-0.01196,-0.00010,-0.01139,-0.00900,0.08116,0.01808,-0.01750,0.00971,0.00811,-0.01869,0.03612,-0.03536,-0.02334,-0.01217,0.25932,0.02031,-0.00500,0.00353,-0.00880,-0.01915,-0.01536,0.02385,0.01021,-0.02224,0.01122,-0.03800,-0.00770,-0.00614,-0.01005,0.00679,-0.00954,-0.01411,-0.00748,-0.00319,0.00522,-0.01329,-0.01053
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-0.01444,-0.01137,-0.01306,-0.03180,-0.02162,-0.03917,-0.01557,0.04617,-0.05559,0.03272,-0.03124,-0.02718,-0.08198,-0.06241,0.05037,-0.03724,-0.00112,-0.03214,0.14179,-0.02566,-0.04594,-0.04096,-0.01960,-0.04364,-0.06913,-0.00470,0.08089,-0.02778,0.07305,-0.02997,-0.04384,-0.04092,-0.02217,0.09927,0.25050,0.12778,-0.07336,-0.05168,-0.02081,-0.01655,0.01318,-0.04551,-0.01676,-0.02769,-0.02727,0.06853,0.05518,0.00429,0.13664,-0.02263,-0.04134,0.01972,0.06176,0.10767,0.14158,0.06395,-0.01741,-0.02274,0.04409,-0.02926,0.04054,-0.01029
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-0.01900,-0.03382,0.03305,-0.02224,-0.03004,0.02518,0.17511,-0.03068,-0.02155,0.06198,0.00176,-0.05956,-0.04747,-0.04156,0.13379,0.20009,0.05139,-0.04499,0.02543,-0.04123,-0.01071,-0.02351,-0.04768,-0.04555,0.01752,-0.02495,-0.03765,-0.00821,-0.02657,0.02093,-0.00064,0.19925,-0.03056,-0.04847,-0.03775,0.00690,-0.05242,-0.02588,0.01886,-0.02905,-0.02953,-0.01937,-0.02224,-0.02025,-0.01850,-0.05280,0.04941,-0.03312,-0.00505,0.01199,-0.01832,-0.00976,-0.02414,-0.02885,0.00883,-0.05796,0.04215,-0.01108,-0.02836,-0.02988,0.00079
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.07498,-0.01449,0.00242,-0.01076,-0.01694,-0.01400,-0.02268,-0.00280,-0.01409,-0.00633,-0.02577,-0.02459,-0.02080,-0.01491,-0.01177,-0.00807,0.00937,-0.01007,-0.00584,-0.01558,-0.01234,-0.02170,-0.02699,-0.01131,0.01436,-0.01860,-0.00940,-0.01532,-0.02297,-0.00699,-0.01163,-0.01402,0.00038,0.00663,-0.02913,0.26918,-0.01285,-0.00778,-0.02329,-0.01799,-0.01122,0.00267,-0.01822,-0.01384,-0.02354,-0.01346,-0.02060,0.00904,0.00528,-0.00588,-0.01373,-0.01121,0.00170,-0.00993,-0.01347,-0.01021,-0.01373,-0.01875,-0.01047,-0.01649
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.07239,-0.01445,-0.01008,-0.00846,-0.00130,-0.03767,-0.01884,-0.00970,0.01086,-0.06125,-0.04433,-0.03612,-0.01721,0.23003,0.00727,-0.05176,0.01189,-0.01362,-0.03179,-0.02073,-0.04316,-0.04125,-0.00232,-0.01257,-0.01973,0.00732,-0.02873,-0.02687,0.10163,-0.01808,-0.02414,-0.03475,-0.01830,-0.06285,0.29905,-0.01964,-0.02832,-0.01480,-0.01435,0.06230,-0.02931,-0.03602,-0.01877,-0.04690,-0.02233,-0.02526,-0.01972,0.12456,-0.01598,-0.01698,0.04335,0.02294,-0.02054,-0.02491,-0.01700,0.00346,-0.03364,0.05237,0.02620
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-0.00100,-0.02286,0.00227,-0.03178,-0.00255,-0.02829,0.18165,0.00253,0.03640,-0.03718,-0.03426,-0.01281,0.09817,0.00353,-0.03276,0.02707,-0.04218,0.07353,-0.00171,-0.02655,-0.03520,0.02457,-0.02741,-0.00656,0.01644,-0.01003,-0.02584,0.07877,-0.00765,0.05355,-0.04418,-0.03014,-0.05740,-0.03521,-0.00721,0.05302,-0.02285,0.00456,-0.02388,0.05037,0.02028,-0.02259,-0.04719,0.01338,0.18390,0.00069,-0.01146,-0.01276,0.06109,0.04185,0.00976,0.01161,-0.00621,0.04735,0.05299,0.04639,0.00022,0.01685
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-0.01944,-0.02003,0.03889,-0.01184,0.03017,0.00405,-0.00984,-0.03370,-0.02814,0.00360,-0.01193,-0.01111,-0.00899,0.00577,-0.01291,0.01652,-0.01635,-0.01322,-0.02286,-0.03000,-0.00063,0.02522,-0.00801,0.01302,0.02219,-0.01410,-0.01370,0.00625,-0.00950,0.00572,-0.01424,-0.02799,0.14081,-0.01309,-0.00570,-0.01295,-0.01869,-0.01484,-0.01568,-0.01313,0.01645,-0.02992,-0.00891,-0.01786,0.01615,-0.02004,-0.00698,-0.00576,-0.01094,0.00592,-0.00737,-0.00920,-0.00540,-0.01383,-0.01415,-0.01207,-0.01652
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,-0.02711,-0.02124,-0.01967,0.05614,0.00585,0.00468,-0.04925,-0.04079,-0.03320,-0.00724,-0.01737,0.04456,-0.04620,-0.01018,-0.01296,-0.00058,-0.01736,-0.03861,0.14624,0.02747,-0.01167,0.04971,0.03832,0.04853,-0.03254,0.09067,-0.00350,0.02245,0.00732,-0.01863,-0.02129,-0.02662,-0.02035,-0.02635,0.00747,0.02292,0.10782,-0.01304,-0.01194,-0.01334,-0.03818,0.03026,-0.00857,-0.00674,-0.02386,-0.01075,0.08087,0.11666,-0.02702,-0.01442,0.09855,-0.01709,0.00000,-0.01425,-0.02162,-0.01645
0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.00000,0.02966,-0.03993,-0.01225,-0.01813,-0.00645,-0.04761,0.38507,-0.03094,-0.00111,0.00734,-0.02823,-0.04201,0.03763,-0.02756,-0.02323,-0.01683,0.01614,-0.05407,0.03809,0.00427,0.01185,-0.01644,0.01024,-0.00598,-0.03051,-0.01095,-0.02023,-0.01207,-0.04303,-0.04931,-0.02915,-0.00862,0.04702,-0.03896,0.12225,-0.03023,0.02929,-0.04062,0.00621,-0.04113,0.11703,0.11342,-0.00164,-0.03541,-0.01466,-0.01839,0.02349,-0.02870,0.05626,0.01340,-0.01776,-0.02368,-0.01975,-0.00968,-0.00714
