v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,class
-0.0484322431295,0.265455251723,-0.13440350831,-0.205002200036,-0.119208912201,-0.171036422082,-0.168434514458,-0.102015561037,-0.117124522298,-0.0255241882098,0.0630647092575,-0.0676651165139,-0.00473465387201,-0.191467633306,-0.0937661433854,-0.132963745674,-0.126952555197,0.208946735457,1
0.0114840310725,0.28893056634,-0.16440950831,-0.180738884992,-0.119208912201,-0.171036422082,-0.114326298025,-0.151399360764,-0.129082811784,0.0156826389568,0.0630647092575,0.478055677499,-0.00864415096262,-0.184860476527,-0.0937661433854,-0.132963745674,-0.114281820953,0.205743735457,1
-0.0183432844691,0.148113251999,-0.17381150831,-0.205002200036,-0.119208912201,-0.172586614809,-0.150147941312,-0.176091260627,-0.132239800208,0.0311692284509,0.115809538328,0.20503257304,0.0616618548562,-0.134199111178,-0.0937661433854,-0.132963745674,-0.126952555197,0.223661735457,1
-0.0484322431295,0.392235780004,-0.15420750831,-0.0212944666021,-0.119208912201,-0.189694597603,0.239381116804,-0.114357122078,-0.133052963894,-0.221596910318,-0.132637165457,-0.0374015304416,-0.0555191509626,-0.190363192153,-0.0103741659048,-0.132963745674,0.434234437801,0.146684735457,1
-0.0484322431295,0.462661723857,-0.15360750831,-0.220600380404,-0.119208912201,-0.186580246449,-0.090528702835,-0.0773236611743,-0.133052963894,-0.219383525852,-0.126370186786,-0.0676651165139,-0.051609653872,-0.165032509478,-0.0103741659048,-0.132963745674,-0.0763042850725,0.276213735457,1
0.0415729897329,-0.0960438493697,-0.0871935083102,-0.0940844117318,-0.119208912201,-0.189694597603,0.0740504554816,-0.237816621393,-0.134631458106,-0.283820237259,-0.111119642124,-0.0979287025861,-0.184428648053,-0.209086718049,-0.0937661433854,-0.132963745674,0.210615911835,0.171508735457,1
0.151463099623,-0.0349872873451,0.34789349169,0.614754244492,-0.119208912201,-0.015514384207,0.713078511594,-0.188432821667,0.0403900668154,-0.179007605581,-0.0403269903579,-0.0676651165139,-0.184428648053,-0.209086718049,-0.0937661433854,-0.132963745674,0.117778083367,-0.579842264543,1
-0.0484322431295,-0.0584626019627,0.32448849169,0.670213920273,-0.119208912201,-0.189694597603,0.824300956484,-0.151399360764,0.0443602189248,-0.175965681475,-0.081264078499,-0.128192288658,-0.184428648053,-0.209086718049,-0.0937661433854,-0.132963745674,0.510189509561,-0.587249264543,1
0.42147879821,-0.114817186391,-0.0402845083102,0.127752728133,-0.119208912201,-0.19124479033,0.382918190953,-0.225475060353,-0.0988522559628,-0.284371807934,-0.122900486149,-0.00681252946537,-0.184428648053,-0.209086718049,-0.0937661433854,-0.132963745674,0.227481335117,0.00233973545706,1
0.81158868832,-0.110115208794,0.0295294916898,0.221340247087,-0.119208912201,-0.175700965962,0.458318992556,-0.21312472153,-0.0884724606887,-0.276905482152,-0.148587029627,0.0839782287514,-0.184428648053,-0.209086718049,-0.0937661433854,-0.132963745674,0.273900249352,-0.0993612645429,1
