P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31,P32,P33,P34,P35,P36,P37,P38,P39,P40,P41,P42,P43,P44,P45,P46,P47,P48,P49,P50,P51,P52,P53,P54,P55,P56,P57,P58,P59,P60,P61,P62,P63,P64,Class
-0.0280061115044,-0.0145906265487,-0.00512604302709,-0.166891941593,-0.0349529575221,-0.144991865487,-0.0246983274336,-0.0305962451367,-0.00679755255356,-0.0320797929204,-0.054644099115,-0.00967657802848,-0.0106029467714,-0.0224144627612,-0.0127302276854,0.104669869027,0.000182612389381,-0.00208843311143,-0.00194611157972,-0.0402481752212,0.772158307965,-0.0504592442478,-0.0139735443417,-0.0706051168142,-0.0444137422142,-0.061783300885,-0.087392079646,-0.015177815365,-0.0223104667945,-0.00968475466588,-0.0215087979951,-0.0118171539823,-0.00531634126871,-0.00818258400132,-0.00291022539106,-0.115610776991,0.0184547769912,0.00537943234583,-0.00369387098316,-0.019271120354,-0.0427168743363,0.0584898955752,-0.0771787415929,-0.0322343359669,-0.0270297773007,-0.041240850509,-0.0906195628319,-0.0235461396738,-0.00763426914861,-0.0227577027331,-0.0317593277834,-0.0432615185841,-0.0113906300885,-0.0021405617966,-0.00403849604745,-0.044708980531,-0.0995311504425,0.0390457539823,0.0142048874383,-0.0310459266358,-0.0260182607887,-0.0305951296491,-0.207613904425,0.0,1
0.405415888496,-0.0145906265487,-0.00486916066617,-0.167203941593,0.244925042478,-0.0284658654867,-0.0246983274336,-0.0305962451367,-0.00679755255356,-0.0309007929204,-0.054644099115,0.00171057696267,-0.0106029467714,-0.0224144627612,-0.00819231101333,-0.0585081309735,0.00843261238938,-0.00208843311143,-0.00194611157972,-0.157368175221,0.772158307965,0.173961755752,-0.0139735443417,-0.0706051168142,-0.0441864332979,0.115548699115,-0.024511079646,-0.015177815365,-0.0223104667945,-0.00968475466588,-0.0212948700943,-0.0116201539823,-0.00531634126871,-0.00818258400132,-0.00291022539106,-0.117377776991,-0.0270782230088,0.0045433270017,-0.00369387098316,-0.019271120354,-0.0481578743363,0.170638895575,0.0183142584071,0.0333409852617,-0.0270297773007,-0.041240850509,-0.00622556283186,0.139176714593,-0.00763426914861,-0.0227577027331,-0.0317593277834,-0.0432615185841,-0.0113906300885,-0.0021405617966,-0.00403849604745,-0.044708980531,-0.0991381504425,-0.0039952460177,-0.00173671476352,0.0953256823107,-0.0260182607887,-0.0324226503026,-0.172180904425,0.0,1
-0.0333551115044,-0.0145906265487,-0.00512604302709,-0.167400941593,-0.0834659575221,-0.144991865487,-0.0246983274336,-0.0305962451367,-0.00679755255356,-0.0320797929204,-0.054644099115,-0.00967657802848,-0.0106029467714,-0.0224144627612,-0.012992475561,-0.0870901309735,0.0239296123894,-0.00208843311143,-0.00194611157972,-0.165032175221,0.772158307965,-0.0366442442478,-0.0139735443417,-0.0706051168142,-0.0444137422142,-0.062089300885,-0.087392079646,-0.015177815365,-0.0223104667945,-0.00968475466588,-0.0215087979951,-0.0118171539823,-0.00531634126871,-0.00818258400132,-0.00291022539106,-0.118360776991,-0.0547852230088,-0.00651127196359,-0.00369387098316,-0.019271120354,-0.0548388743363,-0.0216911044248,-0.0737917415929,-0.0322343359669,-0.0270297773007,-0.041240850509,-0.0907215628319,-0.00411032494997,-0.00763426914861,-0.0227577027331,-0.0317593277834,-0.0432615185841,-0.0113906300885,-0.0021405617966,-0.00403849604745,-0.044708980531,-0.0995311504425,-0.0193222460177,-0.0117547233941,-0.0310459266358,-0.0260182607887,-0.03543277443,-0.263651904425,0.0,1
0.0960378884956,-0.0145906265487,-0.00512604302709,-0.167400941593,-0.0248549575221,-0.144991865487,-0.0246983274336,-0.0305962451367,-0.00679755255356,-0.0320797929204,-0.054644099115,-0.00967657802848,-0.0106029467714,-0.0224144627612,-0.012992475561,-0.0804621309735,0.00637461238938,-0.00208843311143,-0.00194611157972,-0.162429175221,0.772158307965,0.0196367557522,-0.0139735443417,-0.0706051168142,-0.0444137422142,-0.051110300885,-0.087392079646,-0.015177815365,-0.0223104667945,-0.00968475466588,-0.0215087979951,-0.0118171539823,-0.00531634126871,-0.00818258400132,-0.00291022539106,-0.118360776991,0.0185597769912,0.0162436565558,-0.00369387098316,-0.019271120354,-0.0299378743363,0.187178895575,-0.0615367415929,-0.0322343359669,-0.0270297773007,-0.041240850509,-0.0894765628319,-0.0235461396738,-0.00763426914861,-0.0227577027331,-0.0317593277834,-0.0432615185841,-0.0113906300885,-0.0021405617966,-0.00403849604745,-0.044708980531,-0.0995311504425,0.0711137539823,0.0119623032564,-0.0310459266358,-0.0260182607887,-0.00422245943158,-0.235183904425,0.0,1
-0.126712111504,-0.0145906265487,-0.00512604302709,-0.167400941593,-0.0942379575221,-0.144991865487,-0.0246983274336,-0.0305962451367,-0.00679755255356,-0.0320797929204,-0.054644099115,-0.00967657802848,-0.0106029467714,-0.0224144627612,-0.012992475561,-0.0942711309735,-0.0137723876106,-0.00208843311143,-0.00194611157972,-0.165032175221,0.772158307965,-0.0528022442478,-0.0139735443417,-0.0706051168142,-0.0444137422142,-0.062089300885,-0.087392079646,-0.015177815365,-0.0223104667945,-0.00968475466588,-0.0215087979951,-0.0118171539823,-0.00531634126871,-0.00818258400132,-0.00291022539106,-0.118360776991,-0.0547852230088,-0.011129146095,-0.00369387098316,-0.019271120354,-0.0548388743363,0.210693895575,-0.0773827415929,-0.0322343359669,-0.0270297773007,-0.041240850509,-0.0907215628319,-0.0235461396738,-0.00763426914861,-0.0227577027331,-0.0317593277834,-0.0432615185841,-0.0113906300885,-0.0021405617966,-0.00403849604745,-0.044708980531,-0.0995311504425,-0.0193222460177,-0.0117547233941,-0.0310459266358,-0.0260182607887,-0.03543277443,-0.122822904425,0.0,1
-0.126712111504,-0.0145906265487,-0.00512604302709,-0.156164941593,-0.0830019575221,-0.144991865487,-0.0246983274336,-0.0305962451367,-0.00679755255356,-0.0320797929204,-0.054644099115,-0.00967657802848,-0.0106029467714,-0.0224144627612,-0.012992475561,0.0405598690265,-0.0137723876106,-0.00208843311143,-0.00194611157972,-0.120088175221,0.772158307965,-0.0528022442478,-0.0139735443417,-0.0706051168142,-0.0444137422142,-0.062089300885,-0.087392079646,-0.015177815365,-0.0223104667945,-0.00968475466588,-0.0215087979951,-0.0118171539823,-0.00531634126871,-0.00818258400132,-0.00291022539106,-0.107124776991,0.00139477699115,-0.011129146095,-0.00369387098316,-0.019271120354,-0.0323668743363,-0.0664531044248,-0.0773827415929,-0.0322343359669,-0.0270297773007,-0.041240850509,-0.0907215628319,-0.0235461396738,-0.00763426914861,-0.0227577027331,-0.0317593277834,-0.0432615185841,-0.0113906300885,-0.0021405617966,-0.00403849604745,-0.044708980531,-0.0995311504425,-0.0080862460177,-0.0117547233941,-0.0310459266358,-0.0260182607887,-0.03543277443,-0.283400904425,0.0,1
-0.00547011150442,-0.0145906265487,-0.00512604302709,-0.167400941593,-0.0835689575221,-0.142081865487,-0.0246983274336,-0.0305962451367,-0.00679755255356,-0.0314327929204,-0.054644099115,-0.00699846487716,-0.0106029467714,-0.0224144627612,-0.012992475561,-0.0926541309735,0.0185586123894,-0.00208843311143,-0.00194611157972,-0.164709175221,0.772158307965,-0.0162682442478,-0.0139735443417,-0.0706051168142,-0.0440410478997,-0.052713300885,-0.087392079646,-0.015177815365,-0.0223104667945,-0.00968475466588,-0.0215087979951,-0.0118171539823,-0.00531634126871,-0.00818258400132,-0.00291022539106,-0.118360776991,-0.0541382230088,0.0121608898447,-0.00369387098316,-0.019271120354,-0.0548388743363,0.0712698955752,-0.0670367415929,-0.0313856090573,-0.0270297773007,-0.041240850509,-0.0894285628319,-0.0235461396738,-0.00763426914861,-0.0227577027331,-0.0317593277834,-0.0432615185841,-0.0113906300885,-0.0021405617966,-0.00403849604745,-0.044708980531,-0.0995311504425,-0.0193222460177,-0.0025975046515,-0.0252913442213,-0.0260182607887,-0.03543277443,-0.245573904425,0.0,1
-0.126539111504,-0.0145906265487,-0.00512604302709,-0.147521941593,-0.0937189575221,-0.144991865487,-0.0246983274336,-0.0305962451367,-0.0066205628517,-0.0320797929204,-0.054644099115,-0.00967657802848,-0.0106029467714,-0.0224144627612,-0.012992475561,-0.0278921309735,-0.0134263876106,-0.00208843311143,-0.00194611157972,0.0662558247788,0.772158307965,-0.0528022442478,-0.0139735443417,-0.0706051168142,-0.0356375411116,-0.062089300885,-0.087392079646,-0.015177815365,-0.0223104667945,-0.00968475466588,-0.0215087979951,-0.0116441539823,-0.00531634126871,-0.00818258400132,-0.00291022539106,-0.112483776991,0.00329577699115,-0.011129146095,-0.00369387098316,-0.019271120354,0.141877125664,0.128533895575,-0.0773827415929,-0.0322343359669,-0.0270297773007,0.0293437218442,-0.0907215628319,-0.0235461396738,-0.00763426914861,-0.0227577027331,-0.0299619065115,-0.0430885185841,-0.0108716300885,-0.0021405617966,-0.00403849604745,-0.044708980531,-0.0984941504425,-0.0130992460177,-0.0117547233941,-0.0310459266358,-0.0260182607887,0.0551283035162,-0.240876904425,0.0,1
0.410662888496,-0.0137596265487,-0.00512604302709,-0.167400941593,-0.0942379575221,-0.144991865487,-0.0246983274336,-0.0305962451367,-0.00679755255356,-0.0320797929204,-0.054644099115,0.0418905527893,-0.0106029467714,-0.0224144627612,-0.012992475561,-0.0195201309735,0.986227612389,0.00377357500574,-0.00194611157972,-0.165032175221,0.464018307965,0.232081755752,0.000673800795464,-0.0706051168142,-0.0444137422142,-0.062089300885,-0.087392079646,-0.015177815365,-0.0223104667945,-0.00968475466588,-0.0215087979951,-0.0118171539823,-0.00531634126871,-0.00818258400132,-0.00291022539106,-0.118360776991,-0.0473102230088,0.582883825115,0.105948697623,-0.018440120354,-0.0540078743363,-0.0475371044248,0.120291258407,-0.0322343359669,-0.0270297773007,-0.041240850509,-0.0907215628319,-0.0235461396738,-0.00763426914861,-0.0227577027331,-0.0317593277834,-0.0432615185841,-0.0113906300885,-0.0021405617966,-0.00403849604745,-0.035572980531,-0.0995311504425,-0.0193222460177,0.491524206508,0.0576694396124,-0.0260182607887,-0.03543277443,-0.229413904425,0.0,1
-0.125465111504,-0.0145906265487,-0.00187263444591,-0.163970941593,-0.0929909575221,-0.144991865487,-0.0246983274336,-0.0305962451367,-0.00679755255356,-0.0320797929204,-0.054644099115,-0.00967657802848,-0.0106029467714,-0.0224144627612,0.0110584828007,0.0650678690265,-0.0125253876106,-0.00208843311143,-0.00194611157972,0.112173824779,0.772158307965,-0.0524902442478,-0.0139735443417,-0.0706051168142,-0.0440537402758,-0.061465300885,-0.087392079646,-0.015177815365,-0.0223104667945,-0.00968475466588,-0.0215087979951,-0.0118171539823,-0.00531634126871,-0.00818258400132,-0.00291022539106,-0.118360776991,0.0605877769912,-0.0103264849646,-0.00369387098316,-0.019271120354,0.0745651256637,0.0709738955752,-0.0770707415929,-0.0322343359669,-0.0270297773007,-0.0396483719079,-0.0907215628319,-0.0218574807504,-0.00763426914861,-0.0227577027331,-0.0285177356629,-0.0432615185841,-0.0113906300885,-0.0021405617966,-0.00403849604745,-0.044708980531,-0.0992191504425,0.0427297539823,-0.0117547233941,-0.0303516382702,-0.0260182607887,0.036695314394,-0.207316904425,0.0,1
